audio,fold,MFCC,target
101281-3-0-0.wav,6,"[-255.10172, 111.6719, -105.67475, 34.92129, -50.005424, 25.38724, -33.837074, 5.9837394, -3.0292268, -2.879132, 7.725082, -12.755032, 13.928636]",dog_bark
101281-3-0-14.wav,6,"[-139.30809, 120.518196, -110.38761, 30.554201, -56.230846, 18.819645, -37.172813, 1.1344777, -7.9104095, -6.6414976, 5.0072546, -9.7566395, 17.02378]",dog_bark
101281-3-0-5.wav,6,"[-213.35358, 125.56807, -108.63639, 29.957447, -41.280693, 19.576538, -32.24701, 0.95258486, -2.9293149, -4.8834085, 6.90883, -11.681519, 13.788867]",dog_bark
104327-2-0-15.wav,6,"[-135.62032, 106.74529, -17.762022, 18.131405, -14.979093, 4.3710623, -9.969088, -1.9827523, -1.1177484, -0.3768964, -5.9465933, 0.39233017, -4.314618]",children_playing
104327-2-0-19.wav,6,"[-180.55374, 114.53745, -9.993701, 12.444012, -9.791288, 0.6932586, -7.5625176, -3.1715395, -1.4420629, -0.86641455, -3.9066236, 0.12038019, -3.0970774]",children_playing
104327-2-0-26.wav,6,"[-160.08397, 99.55286, -19.77437, 13.692988, -14.561017, 0.24321094, -11.28437, -3.4216716, -3.5119474, -2.1840775, -5.513329, -0.86132723, -4.682947]",children_playing
104327-2-0-28.wav,6,"[-147.6188, 103.79294, -23.155241, 11.453878, -18.127066, -1.4046841, -13.931666, -5.0196376, -4.849531, -2.556953, -7.4915094, -3.0008748, -5.9120364]",children_playing
104327-2-0-3.wav,6,"[-167.54597, 116.9219, -10.359684, 16.870083, -8.055885, -0.741787, -11.2041025, -3.7696195, -2.3989859, -2.004743, -4.579053, -0.34882772, -5.2222366]",children_playing
104327-2-0-30.wav,6,"[-181.59601, 106.656944, -12.358217, 11.991457, -10.499464, -0.6621369, -12.249862, -6.547748, -4.361624, -3.967796, -5.768214, -1.6187652, -5.2120132]",children_playing
104327-2-0-34.wav,6,"[-180.23492, 119.526146, -12.154716, 17.521599, -2.3939793, -1.9829661, -8.131281, -4.831616, -4.455574, -1.8496058, -3.1031406, -3.8793757, -6.714212]",children_playing
