audio,fold,MFCC,target
101281-3-0-0.wav,6,"[-255.10171508789062, 111.6718978881836, -105.67475128173828, 34.92129135131836, -50.00542449951172, 25.387239456176758, -33.837074279785156, 5.983739376068115, -3.029226779937744, -2.879132032394409, 7.725081920623779, -12.75503158569336, 13.928635597229004]",dog_bark
101281-3-0-14.wav,6,"[-139.30809020996094, 120.51819610595703, -110.38761138916016, 30.554201126098633, -56.2308464050293, 18.819644927978516, -37.172813415527344, 1.1344777345657349, -7.910409450531006, -6.641497611999512, 5.007254600524902, -9.75663948059082, 17.023780822753906]",dog_bark
101281-3-0-5.wav,6,"[-213.35357666015625, 125.56806945800781, -108.63639068603516, 29.957447052001953, -41.28069305419922, 19.5765380859375, -32.24700927734375, 0.9525848627090454, -2.9293148517608643, -4.883408546447754, 6.908830165863037, -11.6815185546875, 13.788866996765137]",dog_bark
104327-2-0-15.wav,6,"[-135.6203155517578, 106.74529266357422, -17.762022018432617, 18.131404876708984, -14.979092597961426, 4.371062278747559, -9.969087600708008, -1.9827523231506348, -1.1177483797073364, -0.3768964111804962, -5.946593284606934, 0.3923301696777344, -4.314618110656738]",children_playing
104327-2-0-19.wav,6,"[-180.55374145507812, 114.5374526977539, -9.993700981140137, 12.444011688232422, -9.791288375854492, 0.6932585835456848, -7.5625176429748535, -3.171539545059204, -1.4420628547668457, -0.8664145469665527, -3.906623601913452, 0.12038019299507141, -3.0970773696899414]",children_playing
104327-2-0-26.wav,6,"[-160.08396911621094, 99.5528564453125, -19.774370193481445, 13.692988395690918, -14.561017036437988, 0.24321094155311584, -11.284370422363281, -3.4216716289520264, -3.5119473934173584, -2.184077501296997, -5.513329029083252, -0.8613272309303284, -4.682947158813477]",children_playing
104327-2-0-28.wav,6,"[-147.61880493164062, 103.79293823242188, -23.155241012573242, 11.453878402709961, -18.127065658569336, -1.404684066772461, -13.931666374206543, -5.019637584686279, -4.849531173706055, -2.556952953338623, -7.491509437561035, -3.0008747577667236, -5.912036418914795]",children_playing
104327-2-0-3.wav,6,"[-167.5459747314453, 116.9218978881836, -10.359683990478516, 16.87008285522461, -8.055885314941406, -0.7417870163917542, -11.204102516174316, -3.7696194648742676, -2.3989858627319336, -2.0047430992126465, -4.579052925109863, -0.3488277196884155, -5.222236633300781]",children_playing
104327-2-0-30.wav,6,"[-181.59600830078125, 106.65694427490234, -12.358217239379883, 11.991456985473633, -10.49946403503418, -0.6621369123458862, -12.249861717224121, -6.54774808883667, -4.361623764038086, -3.9677960872650146, -5.768214225769043, -1.6187652349472046, -5.212013244628906]",children_playing
104327-2-0-34.wav,6,"[-180.23492431640625, 119.5261459350586, -12.154715538024902, 17.52159881591797, -2.39397931098938, -1.9829660654067993, -8.131280899047852, -4.831615924835205, -4.455574035644531, -1.8496057987213135, -3.1031405925750732, -3.879375696182251, -6.714211940765381]",children_playing
104327-2-0-4.wav,6,"[-145.01683044433594, 113.46968841552734, -16.496118545532227, 15.619865417480469, -12.415228843688965, 1.9571669101715088, -12.460323333740234, -3.5924510955810547, -3.90362811088562, -3.1259238719940186, -5.551939010620117, -1.919819951057434, -6.243458271026611]",children_playing
105319-3-0-22.wav,6,"[-522.2232055664062, 98.73323059082031, -7.6840128898620605, 14.955290794372559, 13.502335548400879, 9.355602264404297, -10.061544418334961, 14.979633331298828, -14.903759002685547, 7.7619500160217285, 14.074173927307129, 9.987679481506348, -20.37079429626465]",dog_bark
105319-3-0-29.wav,6,"[-514.702880859375, 111.01934814453125, -2.2968921661376953, 16.98293113708496, 9.516413688659668, 7.19627046585083, -12.616321563720703, 15.603402137756348, -17.019906997680664, 9.473560333251953, 15.094683647155762, 12.085088729858398, -21.819223403930664]",dog_bark
105319-3-0-39.wav,6,"[-528.6483154296875, 94.64820098876953, -6.63834285736084, 20.02419662475586, 16.998149871826172, 11.39590835571289, -8.74995231628418, 17.81812858581543, -13.243758201599121, 9.617375373840332, 14.308988571166992, 8.505236625671387, -22.951597213745117]",dog_bark
106486-5-0-0.wav,6,"[-319.27825927734375, 105.47398376464844, -21.32527732849121, 29.138275146484375, 0.8427756428718567, 32.813392639160156, 1.8978102207183838, 14.84984302520752, -7.5891432762146, -0.6572055220603943, 0.11721967905759811, 12.661550521850586, 3.7809648513793945]",engine_idling
106486-5-0-1.wav,6,"[-318.85986328125, 105.2704849243164, -19.90941619873047, 28.663244247436523, 1.3064560890197754, 33.48393249511719, 0.5687865614891052, 14.914093971252441, -6.327362060546875, -0.8423876166343689, 0.3451581299304962, 13.06092357635498, 3.9493050575256348]",engine_idling
106486-5-0-2.wav,6,"[-317.1485900878906, 106.97805786132812, -19.184803009033203, 29.52666664123535, 2.7469253540039062, 33.18910217285156, -0.09880958497524261, 15.812140464782715, -5.621290683746338, -0.5245820879936218, 0.6552807688713074, 13.711688041687012, 4.665668964385986]",engine_idling
107842-4-0-0.wav,6,"[-49.367469787597656, 40.02061080932617, -45.87651443481445, 30.773193359375, -11.99020004272461, 19.86886978149414, -11.71170425415039, 14.879016876220703, -17.67823028564453, 7.811776638031006, 3.383301019668579, 5.999547004699707, -5.489114284515381]",drilling
107842-4-0-1.wav,6,"[-51.131622314453125, 28.377779006958008, -41.84930419921875, 28.267974853515625, -11.535428047180176, 23.55349349975586, -13.962828636169434, 19.256366729736328, -23.119098663330078, 8.621594429016113, 2.4733340740203857, 6.943427085876465, -4.673089504241943]",drilling
107842-4-0-2.wav,6,"[-62.144283294677734, 23.12542152404785, -43.3458137512207, 29.541032791137695, -16.23841094970703, 24.26481819152832, -13.614137649536133, 17.903409957885742, -22.372779846191406, 9.333759307861328, 0.02776383049786091, 7.262974739074707, -3.4816336631774902]",drilling
