audio,fold,MFCC,target
101415-3-0-2.wav,1,"[-421.22018, 85.2888, 28.29416, 2.6216433, -13.181735, 0.72289306, 1.151274, -8.122461, -9.273735, -4.739563, -7.198402, -3.7779615, 2.0165937]",dog_bark
101415-3-0-3.wav,1,"[-395.11417, 116.31687, 43.765785, 4.3552604, -22.950523, -2.278976, -0.7585897, -16.064007, -18.6083, -13.992377, -15.6701145, -6.0715494, 2.9505942]",dog_bark
101415-3-0-8.wav,1,"[-437.91595, 66.94353, 16.55507, 5.2330656, -2.3297544, 5.860128, 1.7281533, -4.2597475, -3.8483799, -0.7739874, -1.6225568, 0.1893406, 4.7701817]",dog_bark
102106-3-0-0.wav,1,"[-537.6241, 59.32926, -18.453957, 0.4001827, -12.256881, 6.895666, -10.622503, 7.1342435, -4.69276, 3.1827786, 2.5691342, 0.7462887, 3.033912]",dog_bark
102305-6-0-0.wav,1,"[-514.0082, 94.985374, 14.3711195, 22.656769, -2.3119774, 1.8965725, -3.1937542, 0.25201866, 0.98109573, 2.4054677, 2.2800956, 1.6754155, -0.3727471]",gun_shot
102842-3-0-1.wav,1,"[-419.73343, 102.87503, 33.745495, 37.740307, 12.706281, 14.524516, 5.2668524, 4.5780063, 0.03795603, -1.2018166, -3.9154212, -3.7422447, -5.1527276]",dog_bark
102842-3-1-0.wav,1,"[-404.5509, 111.35552, 24.866486, 27.024214, 5.6558537, 10.402466, 3.1370797, 2.1137178, -4.461923, -4.8865557, -3.6204278, 0.17289424, 0.07451552]",dog_bark
102842-3-1-5.wav,1,"[-420.22247, 93.3846, 16.679752, 26.039555, 6.877137, 11.948073, 3.9542658, 3.8865564, 0.38346326, 0.5696805, -0.031184277, 1.816416, 1.259511]",dog_bark
102842-3-1-6.wav,1,"[-423.9778, 89.32791, 14.72559, 25.422728, 6.7959104, 11.734108, 4.785041, 5.204268, 1.8775123, 1.7107109, 0.10673342, 2.0858777, 1.8165857]",dog_bark
103074-7-0-0.wav,1,"[-208.65587, 133.28265, -41.963528, 47.677105, -19.832937, 10.23563, -9.561506, 13.036472, -10.910489, 12.837261, -6.3998146, 2.9023879, -5.8044896]",jackhammer
103074-7-0-1.wav,1,"[-210.25436, 126.712204, -40.29108, 48.210724, -17.9017, 11.756131, -10.211042, 16.112883, -8.187989, 15.610117, -4.7515917, 3.75202, -5.041858]",jackhammer
103074-7-0-2.wav,1,"[-210.55023, 127.79798, -43.587452, 46.02648, -18.05373, 12.471337, -7.733008, 17.530611, -6.510782, 16.691721, -2.878839, 3.6991744, -5.0139527]",jackhammer
103074-7-1-0.wav,1,"[-215.88463, 130.14328, -35.580074, 49.659645, -19.143904, 12.304178, -10.565499, 14.3207655, -10.873026, 11.684948, -3.8019488, 3.9670594, -6.5625935]",jackhammer
103074-7-1-1.wav,1,"[-214.78587, 129.98994, -35.93381, 52.2576, -19.139936, 11.000559, -11.451415, 13.343364, -11.967646, 12.200201, -5.0009813, 0.9171848, -5.1397667]",jackhammer
103074-7-1-2.wav,1,"[-203.74928, 127.38892, -41.14272, 53.696445, -20.085623, 9.42253, -9.364008, 12.816339, -12.340758, 12.560272, -5.473421, 0.23705794, -5.449131]",jackhammer
103074-7-1-3.wav,1,"[-203.07744, 125.884285, -43.42739, 53.369747, -20.197, 8.081537, -9.046649, 12.785657, -12.313816, 11.822991, -4.7575307, -1.6108025, -8.011002]",jackhammer
103074-7-1-4.wav,1,"[-208.83786, 127.838905, -41.581303, 52.567894, -19.686815, 6.799328, -9.928439, 11.211104, -14.618205, 10.645336, -6.453821, -5.0207634, -8.924333]",jackhammer
103074-7-1-5.wav,1,"[-227.68533, 134.35081, -32.78501, 52.547134, -19.011343, 12.121643, -11.68198, 9.868119, -15.767289, 11.156742, -4.7295876, -5.5817504, -9.38745]",jackhammer
103074-7-1-6.wav,1,"[-261.93927, 146.9843, -29.6288, 51.424717, -18.910648, 13.047114, -7.8249207, 9.454805, -11.838746, 10.32019, -1.530656, -1.7810509, -7.4261494]",jackhammer
103074-7-2-0.wav,1,"[-596.53625, 47.90585, -16.747282, 17.582829, -7.55211, 3.0646653, -3.4043617, 2.9086218, -3.5852506, 4.101338, -1.9744381, 1.6619819, -3.2814233]",jackhammer
103074-7-3-0.wav,1,"[-198.20683, 124.064064, -49.739567, 53.37287, -23.349813, 14.842262, -8.525387, 13.084738, -9.282069, 14.021119, -3.613485, 2.1739316, -11.333394]",jackhammer
103074-7-3-1.wav,1,"[-206.93124, 125.96484, -42.725365, 57.215603, -22.163946, 14.820224, -6.7948112, 12.596211, -9.103869, 12.741899, -5.090104, 1.2744145, -10.412476]",jackhammer
103074-7-3-2.wav,1,"[-208.20598, 127.34651, -40.936947, 58.444374, -19.78613, 14.8101845, -6.737964, 10.109927, -7.7641883, 14.256207, -4.0065536, -3.0577369, -9.938407]",jackhammer
103074-7-3-3.wav,1,"[-227.19266, 138.80269, -39.717865, 54.19461, -18.239326, 13.198234, -7.5434074, 7.860107, -7.197874, 14.548404, -2.2700365, -5.3372645, -7.853834]",jackhammer
103074-7-4-0.wav,1,"[-199.93698, 120.40152, -44.96528, 52.691216, -21.800484, 15.659574, -16.863707, 11.500424, -10.93188, 14.245042, -0.535799, 3.385713, -5.178828]",jackhammer
103074-7-4-1.wav,1,"[-193.18768, 115.50045, -42.11194, 57.60591, -19.579428, 20.992035, -14.342873, 10.550111, -9.447739, 15.027285, -1.166763, 1.0832082, -7.2565074]",jackhammer
103074-7-4-2.wav,1,"[-187.82446, 113.45906, -38.992325, 61.371716, -18.700464, 24.302298, -14.300082, 12.074703, -11.675187, 16.699085, -5.191754, 0.7579539, -7.762841]",jackhammer
