audio,fold,MFCC,target
102102-3-0-0.wav,4,"[-445.4574279785156, 119.93447875976562, -41.601409912109375, 9.511099815368652, -21.145793914794922, 12.998725891113281, -24.835023880004883, 15.590752601623535, -11.091158866882324, 2.264922618865967, 1.9641062021255493, 2.5079376697540283, 2.065539598464966]",dog_bark
107653-9-0-12.wav,4,"[-418.9978332519531, 126.2515869140625, -43.49501419067383, 15.288496017456055, -22.86432647705078, 6.8561882972717285, 2.537743330001831, 11.55884838104248, -14.147794723510742, 8.819281578063965, 13.447423934936523, 5.368861198425293, -1.8876999616622925]",street_music
107653-9-0-14.wav,4,"[-405.400634765625, 114.97551727294922, -45.62541198730469, 19.0583438873291, -19.004459381103516, 13.27033519744873, 8.794276237487793, 10.972311973571777, -16.5559139251709, 6.000205039978027, 8.846582412719727, 3.8908803462982178, -0.19142243266105652]",street_music
107653-9-0-18.wav,4,"[-362.88275146484375, 123.19622039794922, -50.022544860839844, 23.845561981201172, -33.63978576660156, 16.20254135131836, 2.5812575817108154, 16.289562225341797, -11.016846656799316, 13.862399101257324, 9.864912033081055, 1.4297083616256714, -1.9240511655807495]",street_music
107653-9-0-3.wav,4,"[-356.986083984375, 149.69737243652344, -58.39564514160156, 17.024263381958008, -11.698614120483398, 7.442531585693359, 3.4736716747283936, 9.080421447753906, -13.175032615661621, 10.876577377319336, 11.307622909545898, 0.21336041390895844, -4.199683666229248]",street_music
107653-9-0-5.wav,4,"[-371.9117736816406, 138.7509002685547, -60.33185958862305, 17.015653610229492, -11.327032089233398, 7.8336615562438965, 2.603851795196533, 8.365897178649902, -15.210244178771973, 11.282434463500977, 13.795456886291504, -3.0719332695007324, -8.711530685424805]",street_music
107653-9-0-7.wav,4,"[-396.64373779296875, 132.30825805664062, -49.533470153808594, 9.499727249145508, -22.9311580657959, 10.1175537109375, 4.661886692047119, 13.638522148132324, -9.64465618133545, 10.999252319335938, 8.283146858215332, -1.8821547031402588, -6.491645336151123]",street_music
109711-3-1-0.wav,4,"[-470.624267578125, 84.23448944091797, -20.147371292114258, -28.36893653869629, -30.033916473388672, -6.812137603759766, -13.94672679901123, -14.729954719543457, -19.4539737701416, -9.079780578613281, -7.667490482330322, -9.154473304748535, -8.416410446166992]",dog_bark
109711-3-2-4.wav,4,"[-375.5445556640625, 134.90499877929688, -18.822187423706055, -43.155540466308594, -45.66265106201172, -15.630058288574219, -23.037546157836914, -26.53732681274414, -29.272075653076172, -16.001062393188477, -12.759920120239258, -14.221112251281738, -11.863274574279785]",dog_bark
109711-3-2-6.wav,4,"[-386.8594970703125, 127.59587860107422, -18.7967472076416, -38.25132369995117, -41.043617248535156, -10.364034652709961, -23.800512313842773, -21.760379791259766, -25.126466751098633, -16.310285568237305, -14.15141773223877, -14.517988204956055, -11.46791934967041]",dog_bark
110621-7-0-0.wav,4,"[-103.82249450683594, 125.50328063964844, -17.084041595458984, 67.21016693115234, -23.793529510498047, 25.18962287902832, -3.527043104171753, 11.300834655761719, -5.94346284866333, 14.423114776611328, -6.689754486083984, 2.4869754314422607, 2.686483144760132]",jackhammer
110621-7-0-1.wav,4,"[-95.09508514404297, 119.31698608398438, -15.85526180267334, 77.1388931274414, -19.611248016357422, 30.251188278198242, -3.4027223587036133, 12.270037651062012, -7.047927379608154, 16.26308250427246, -7.171606063842773, 1.7555745840072632, 1.8005787134170532]",jackhammer
110621-7-0-2.wav,4,"[-102.47723388671875, 120.02425384521484, -14.368854522705078, 78.5267562866211, -15.980378150939941, 31.690998077392578, -2.4336814880371094, 12.134281158447266, -5.691849231719971, 16.812681198120117, -7.544303894042969, 2.3131563663482666, 2.3802108764648438]",jackhammer
110621-7-0-3.wav,4,"[-126.97083282470703, 121.98916625976562, -18.12640953063965, 76.09268188476562, -14.140616416931152, 31.77089500427246, -2.7916934490203857, 12.992009162902832, 0.11182702332735062, 14.235034942626953, -3.312434196472168, 5.03733491897583, 3.725491523742676]",jackhammer
