audio,fold,MFCC,target
100652-3-0-0.wav,2,"[-329.8952331542969, 140.8697052001953, -68.7298355102539, -31.979598999023438, -3.717155933380127, 7.350813865661621, -17.00412940979004, -13.103753089904785, 0.43161842226982117, -7.260473251342773, 2.5978870391845703, 7.972782135009766, 11.888678550720215]",dog_bark
100652-3-0-1.wav,2,"[-346.85833740234375, 141.1500701904297, -69.27886199951172, -42.834964752197266, -0.19198700785636902, 6.899852275848389, -16.633045196533203, -16.269126892089844, -1.0877412557601929, -7.51670503616333, -0.7667790055274963, 8.041244506835938, 10.921581268310547]",dog_bark
100652-3-0-2.wav,2,"[-350.529541015625, 135.22216796875, -59.582035064697266, -45.38993453979492, 2.913156509399414, 6.7446184158325195, -18.041994094848633, -16.700366973876953, -2.487401008605957, -6.778626918792725, 1.4100736379623413, 10.15424919128418, 8.943757057189941]",dog_bark
100652-3-0-3.wav,2,"[-346.3038024902344, 132.96121215820312, -58.68181610107422, -51.20208740234375, 5.697709560394287, 5.440441131591797, -21.32147789001465, -17.526857376098633, -4.478970050811768, -6.74481725692749, 1.9053494930267334, 11.424745559692383, 12.004544258117676]",dog_bark
102104-3-0-0.wav,2,"[-611.7202758789062, 28.765256881713867, -10.5506591796875, 1.1931918859481812, -3.769092559814453, 2.5074193477630615, -4.520198345184326, 2.8997559547424316, -3.5639560222625732, 2.2593064308166504, 0.13123469054698944, 0.5595046877861023, 0.9691015481948853]",dog_bark
102858-5-0-0.wav,2,"[-202.02581787109375, 146.8004608154297, -37.332759857177734, 31.40625, -4.50873327255249, 23.91457748413086, 9.7637939453125, 6.054154872894287, 9.128521919250488, 6.876137733459473, 14.058296203613281, 6.061532497406006, 11.002992630004883]",engine_idling
102858-5-0-1.wav,2,"[-200.31129455566406, 149.3342742919922, -36.36883544921875, 32.34834289550781, -4.184026718139648, 24.141407012939453, 8.935216903686523, 5.6020073890686035, 8.858141899108887, 6.663293838500977, 12.762216567993164, 5.097545623779297, 10.799334526062012]",engine_idling
102871-8-0-0.wav,2,"[-249.7007293701172, 195.32672119140625, -74.45124053955078, 1.7727383375167847, -9.686511039733887, -9.015958786010742, 3.3824756145477295, -13.440675735473633, -6.1779255867004395, -6.608964443206787, -16.185016632080078, -10.49767780303955, -0.864926278591156]",siren
102871-8-0-1.wav,2,"[-245.6746368408203, 194.7144775390625, -75.24174499511719, 2.024367332458496, -12.035456657409668, -7.501600742340088, 5.547521114349365, -12.097419738769531, -4.136438369750977, -5.284560203552246, -17.332725524902344, -11.850579261779785, -1.183143138885498]",siren
102871-8-0-10.wav,2,"[-305.21429443359375, 190.5540313720703, -47.20598602294922, -11.940353393554688, -9.068204879760742, -1.4276093244552612, 8.264021873474121, -5.19677734375, -8.174964904785156, -2.7445428371429443, -4.565295219421387, -5.458068370819092, 1.308344841003418]",siren
