audio,fold,MFCC,target
100032-3-0-0.wav,5,"[-579.54486, 9.874831, -8.032065, -5.5366206, -3.5035439, 0.07381507, -2.2799928, -0.472505, 0.8187332, 0.40655956, 1.2521359, -0.020614298, -0.23060974]",dog_bark
100263-2-0-117.wav,5,"[-500.9084, 185.10641, -86.53282, 49.85885, 9.230822, 22.548956, -3.5671747, 12.220054, 7.720082, -6.460392, 16.995657, -6.625117, 1.4697789]",children_playing
100263-2-0-121.wav,5,"[-531.1953, 186.93994, -70.34916, 40.429245, 9.121048, 18.398588, 6.283283, 15.504061, 9.613501, -7.1136103, 16.179823, -5.710522, -0.8992514]",children_playing
100263-2-0-126.wav,5,"[-476.78442, 160.33328, -62.952843, 50.75117, -0.17432967, 32.7916, -17.4698, 24.755478, -3.8477836, -1.7611761, 14.020372, -11.238716, 6.290465]",children_playing
100263-2-0-137.wav,5,"[-521.2447, 185.39265, -81.95047, 46.47355, 11.872088, 23.491444, 4.261836, 13.637699, 6.093238, -2.8134532, 18.077288, -7.2573457, -2.8493733]",children_playing
100263-2-0-143.wav,5,"[-516.3212, 178.77928, -60.33852, 47.640453, 11.501935, 20.880333, 8.220909, 13.267728, 10.838386, -4.7542424, 14.395511, -5.7751603, 3.391187]",children_playing
100263-2-0-161.wav,5,"[-547.3493, 182.02466, -59.242584, 53.34855, 6.8247614, 23.768806, 6.937395, 10.895924, 7.7600994, -4.0517797, 13.999423, -4.7169795, 1.6775334]",children_playing
100263-2-0-3.wav,5,"[-534.76227, 179.51143, -60.048912, 52.112957, -0.11334043, 19.543999, 11.053799, 15.343572, 13.507726, -3.3896506, 15.292861, -4.018923, 2.720641]",children_playing
100263-2-0-36.wav,5,"[-541.4183, 186.04233, -59.519886, 44.07609, 16.00529, 13.10625, 14.272353, 12.96127, 11.345913, -0.3422469, 13.776045, -4.3919735, 0.6533324]",children_playing
100852-0-0-0.wav,5,"[-122.87498, 149.72156, -86.23197, 50.921593, -12.068409, 38.709366, -19.353386, 31.17145, -10.59569, 10.780253, -7.0470123, 3.290371, -4.605931]",air_conditioner
100852-0-0-1.wav,5,"[-119.47326, 151.85637, -86.34189, 51.051754, -11.257782, 39.031647, -18.591208, 31.185728, -10.210323, 9.897714, -7.2495513, 3.431276, -4.338142]",air_conditioner
100852-0-0-10.wav,5,"[-112.6166, 150.03658, -86.75424, 55.264233, -13.622617, 40.575035, -17.388939, 27.155912, -8.17247, 8.25855, -5.3163495, 2.786022, -1.713436]",air_conditioner
100852-0-0-11.wav,5,"[-113.685936, 149.88763, -86.9075, 55.855057, -13.524493, 40.189392, -16.882257, 26.454878, -8.114449, 7.9038363, -4.7252536, 1.999787, -1.6436859]",air_conditioner
100852-0-0-12.wav,5,"[-121.225784, 153.354, -89.57439, 56.92308, -14.735973, 39.061214, -16.85079, 27.252712, -7.900664, 6.799683, -4.0640707, 1.4074001, -0.57119334]",air_conditioner
100852-0-0-13.wav,5,"[-126.662605, 156.88315, -93.08744, 59.551334, -17.10075, 39.85509, -18.636892, 28.81451, -8.54438, 6.9278116, -4.038152, 1.1221212, 0.42878988]",air_conditioner
100852-0-0-14.wav,5,"[-124.775246, 154.54958, -91.04405, 57.938328, -14.769598, 38.058384, -17.835768, 27.213903, -7.711113, 6.626304, -3.3493717, 0.31637192, 0.61273503]",air_conditioner
100852-0-0-15.wav,5,"[-124.08809, 155.50723, -91.3161, 58.505856, -14.534852, 39.278107, -18.020838, 27.90463, -8.271694, 7.273348, -3.3984587, 0.4935503, -0.0488948]",air_conditioner
100852-0-0-16.wav,5,"[-125.39195, 156.73167, -92.9735, 60.286068, -16.25056, 41.274036, -18.80073, 29.169163, -9.007015, 7.381184, -3.5790167, 0.8202704, -0.8262205]",air_conditioner
100852-0-0-17.wav,5,"[-122.936066, 154.0545, -89.66269, 56.825443, -14.601414, 38.333984, -16.920391, 27.48228, -7.0361767, 6.4224567, -2.228302, 0.85285866, -0.5913009]",air_conditioner
100852-0-0-18.wav,5,"[-122.55693, 154.33022, -89.2239, 55.41575, -14.775694, 37.686832, -17.179804, 26.977318, -6.350736, 6.9789996, -2.7709079, 0.60241127, -0.44885078]",air_conditioner
100852-0-0-19.wav,5,"[-125.24466, 158.08192, -92.336235, 58.54282, -17.654272, 39.767284, -18.869415, 28.759773, -7.067728, 8.273861, -3.7290344, 0.6453779, -0.49588898]",air_conditioner
100852-0-0-2.wav,5,"[-120.7607, 153.03804, -86.77521, 51.741283, -11.975357, 39.20386, -18.994972, 31.29233, -10.459589, 10.314279, -7.529056, 2.9384947, -4.6392293]",air_conditioner
100852-0-0-20.wav,5,"[-122.06269, 153.02948, -89.42216, 57.82277, -15.516743, 39.384758, -16.75701, 28.176933, -6.1833806, 6.9935117, -3.4435802, 1.4594893, -1.228117]",air_conditioner
100852-0-0-21.wav,5,"[-122.83476, 152.47073, -90.0351, 59.00198, -14.939759, 41.196453, -16.56173, 28.00929, -6.80667, 6.5803895, -4.050966, 1.306236, -1.0623702]",air_conditioner
100852-0-0-22.wav,5,"[-124.75643, 154.88213, -90.25179, 58.84892, -14.870236, 41.188316, -16.703676, 27.184635, -6.6697197, 7.3303385, -4.330541, 0.19965728, -0.51271355]",air_conditioner
100852-0-0-23.wav,5,"[-124.57867, 154.52586, -89.647156, 58.466972, -15.346796, 41.217896, -17.579523, 27.005135, -7.144746, 8.070479, -5.546805, 1.0079063, -1.5671157]",air_conditioner
100852-0-0-24.wav,5,"[-123.82985, 154.1301, -89.96508, 58.033165, -14.551223, 41.010273, -17.311697, 26.105972, -6.306698, 7.590921, -5.0201263, 0.5062402, -0.7918235]",air_conditioner
100852-0-0-25.wav,5,"[-122.84929, 153.87407, -90.29572, 58.535866, -14.540922, 41.509087, -17.635544, 26.045092, -6.1255174, 7.900395, -4.36199, -0.25353834, -0.45942962]",air_conditioner
100852-0-0-26.wav,5,"[-122.85095, 154.08447, -89.538994, 59.470924, -15.378302, 41.452168, -18.028345, 26.563635, -7.134235, 7.4777937, -5.026636, 0.25749135, -1.0543857]",air_conditioner
100852-0-0-27.wav,5,"[-124.59357, 155.35918, -89.8311, 60.80023, -15.981433, 42.228554, -17.783794, 26.774109, -7.748306, 6.667666, -5.462415, 0.28939784, -0.6590545]",air_conditioner
100852-0-0-28.wav,5,"[-122.66306, 152.6428, -87.39215, 58.086414, -14.2892065, 40.392143, -15.508534, 24.787132, -6.606466, 5.0589604, -4.253707, -0.20913939, 0.5749808]",air_conditioner
100852-0-0-29.wav,5,"[-119.23494, 149.96439, -85.36754, 57.294388, -14.607067, 39.91398, -16.048628, 25.157589, -7.1294007, 5.6975503, -4.762614, 1.5151572, -0.12052904]",air_conditioner
100852-0-0-3.wav,5,"[-119.77379, 152.27003, -85.670616, 51.241417, -11.281742, 38.465027, -17.863686, 29.549501, -9.510677, 9.615922, -6.6877117, 2.0420103, -4.163743]",air_conditioner
100852-0-0-30.wav,5,"[-114.73245, 147.49815, -84.70325, 58.645382, -15.246968, 41.80237, -17.442045, 27.086658, -7.260761, 7.8179774, -5.5036297, 3.1858773, -0.9285459]",air_conditioner
100852-0-0-4.wav,5,"[-118.97228, 153.44325, -87.69544, 53.3003, -12.4341545, 39.38099, -18.139366, 28.657099, -9.271043, 8.988722, -6.29753, 2.412884, -3.550981]",air_conditioner
100852-0-0-5.wav,5,"[-117.895355, 152.96307, -88.219406, 53.88688, -12.551336, 38.821587, -17.444628, 28.142805, -8.301825, 8.560511, -5.378662, 1.8226475, -2.984612]",air_conditioner
100852-0-0-6.wav,5,"[-118.48755, 152.59676, -88.889015, 54.723736, -13.27466, 39.66819, -17.924881, 28.229698, -8.964267, 8.613211, -5.4646807, 1.6330752, -3.1103346]",air_conditioner
100852-0-0-7.wav,5,"[-114.40223, 148.39397, -87.75128, 52.150463, -12.338679, 39.289097, -16.408247, 26.067858, -8.998833, 6.8208165, -4.3708878, 1.3242453, -3.4781356]",air_conditioner
100852-0-0-8.wav,5,"[-114.65775, 149.33913, -87.921974, 52.29196, -12.921722, 38.748146, -16.438396, 25.81633, -8.437002, 6.9136353, -4.0544906, 1.0046947, -2.8898785]",air_conditioner
