audio,fold,MFCC,target
100032-3-0-0.wav,5,"[-579.5448608398438, 9.874831199645996, -8.032065391540527, -5.536620616912842, -3.5035438537597656, 0.07381507009267807, -2.2799928188323975, -0.47250500321388245, 0.8187332153320312, 0.406559556722641, 1.2521358728408813, -0.020614298060536385, -0.2306097447872162]",dog_bark
100263-2-0-117.wav,5,"[-500.90838623046875, 185.10641479492188, -86.53282165527344, 49.858848571777344, 9.23082160949707, 22.5489559173584, -3.5671746730804443, 12.220053672790527, 7.720081806182861, -6.460391998291016, 16.995656967163086, -6.62511682510376, 1.4697788953781128]",children_playing
100263-2-0-121.wav,5,"[-531.1953125, 186.93994140625, -70.34915924072266, 40.42924499511719, 9.121047973632812, 18.398588180541992, 6.283283233642578, 15.504060745239258, 9.613500595092773, -7.11361026763916, 16.17982292175293, -5.710522174835205, -0.899251401424408]",children_playing
100263-2-0-126.wav,5,"[-476.784423828125, 160.33328247070312, -62.952842712402344, 50.75117111206055, -0.17432966828346252, 32.79159927368164, -17.46980094909668, 24.755477905273438, -3.8477835655212402, -1.7611761093139648, 14.02037239074707, -11.238716125488281, 6.290464878082275]",children_playing
100263-2-0-137.wav,5,"[-521.2446899414062, 185.3926544189453, -81.95046997070312, 46.473548889160156, 11.872088432312012, 23.491443634033203, 4.261836051940918, 13.637699127197266, 6.09323787689209, -2.813453197479248, 18.077287673950195, -7.257345676422119, -2.8493733406066895]",children_playing
100263-2-0-143.wav,5,"[-516.3212280273438, 178.77928161621094, -60.33852005004883, 47.64045333862305, 11.501935005187988, 20.880332946777344, 8.220909118652344, 13.267727851867676, 10.838385581970215, -4.754242420196533, 14.39551067352295, -5.775160312652588, 3.3911869525909424]",children_playing
100263-2-0-161.wav,5,"[-547.3493041992188, 182.024658203125, -59.242584228515625, 53.348548889160156, 6.824761390686035, 23.76880645751953, 6.937395095825195, 10.895923614501953, 7.760099411010742, -4.051779747009277, 13.999423027038574, -4.716979503631592, 1.6775333881378174]",children_playing
100263-2-0-3.wav,5,"[-534.7622680664062, 179.5114288330078, -60.048912048339844, 52.11295700073242, -0.11334042996168137, 19.54399871826172, 11.05379867553711, 15.343571662902832, 13.507725715637207, -3.389650583267212, 15.292860984802246, -4.018922805786133, 2.7206408977508545]",children_playing
100263-2-0-36.wav,5,"[-541.4182739257812, 186.04232788085938, -59.5198860168457, 44.07609176635742, 16.00528907775879, 13.106249809265137, 14.272353172302246, 12.961270332336426, 11.34591293334961, -0.3422468900680542, 13.776044845581055, -4.391973495483398, 0.6533324122428894]",children_playing
100852-0-0-0.wav,5,"[-122.8749771118164, 149.7215576171875, -86.23197174072266, 50.921592712402344, -12.068408966064453, 38.70936584472656, -19.35338592529297, 31.171449661254883, -10.59568977355957, 10.780253410339355, -7.0470123291015625, 3.2903709411621094, -4.605930805206299]",air_conditioner
100852-0-0-1.wav,5,"[-119.47325897216797, 151.8563690185547, -86.34188842773438, 51.051753997802734, -11.257781982421875, 39.031646728515625, -18.59120750427246, 31.185728073120117, -10.210323333740234, 9.897713661193848, -7.249551296234131, 3.4312760829925537, -4.338141918182373]",air_conditioner
100852-0-0-10.wav,5,"[-112.6166000366211, 150.0365753173828, -86.75424194335938, 55.26423263549805, -13.6226167678833, 40.575035095214844, -17.388938903808594, 27.155912399291992, -8.172470092773438, 8.258549690246582, -5.316349506378174, 2.7860219478607178, -1.7134360074996948]",air_conditioner
100852-0-0-11.wav,5,"[-113.6859359741211, 149.88763427734375, -86.90750122070312, 55.85505676269531, -13.524493217468262, 40.18939208984375, -16.88225746154785, 26.454877853393555, -8.114448547363281, 7.903836250305176, -4.725253582000732, 1.9997869729995728, -1.6436859369277954]",air_conditioner
100852-0-0-12.wav,5,"[-121.22578430175781, 153.35400390625, -89.57438659667969, 56.92308044433594, -14.735973358154297, 39.061214447021484, -16.85079002380371, 27.25271224975586, -7.90066385269165, 6.799683094024658, -4.064070701599121, 1.407400131225586, -0.5711933374404907]",air_conditioner
100852-0-0-13.wav,5,"[-126.66260528564453, 156.88314819335938, -93.08744049072266, 59.551334381103516, -17.100749969482422, 39.8550910949707, -18.636892318725586, 28.814510345458984, -8.544380187988281, 6.927811622619629, -4.03815221786499, 1.1221212148666382, 0.428789883852005]",air_conditioner
100852-0-0-14.wav,5,"[-124.7752456665039, 154.54957580566406, -91.04405212402344, 57.93832778930664, -14.769598007202148, 38.05838394165039, -17.83576774597168, 27.213903427124023, -7.711112976074219, 6.6263041496276855, -3.3493716716766357, 0.3163719177246094, 0.6127350330352783]",air_conditioner
100852-0-0-15.wav,5,"[-124.08808898925781, 155.50723266601562, -91.31610107421875, 58.505855560302734, -14.534852027893066, 39.278106689453125, -18.020837783813477, 27.904630661010742, -8.27169418334961, 7.273347854614258, -3.39845871925354, 0.49355030059814453, -0.04889480024576187]",air_conditioner
100852-0-0-16.wav,5,"[-125.39195251464844, 156.73167419433594, -92.97350311279297, 60.286067962646484, -16.250560760498047, 41.2740364074707, -18.800729751586914, 29.16916275024414, -9.007015228271484, 7.381184101104736, -3.57901668548584, 0.8202704191207886, -0.8262205123901367]",air_conditioner
100852-0-0-17.wav,5,"[-122.93606567382812, 154.05450439453125, -89.66268920898438, 56.825443267822266, -14.60141372680664, 38.333984375, -16.920391082763672, 27.482280731201172, -7.036176681518555, 6.422456741333008, -2.228302001953125, 0.8528586626052856, -0.591300904750824]",air_conditioner
100852-0-0-18.wav,5,"[-122.55693054199219, 154.33021545410156, -89.2238998413086, 55.415748596191406, -14.775693893432617, 37.686832427978516, -17.1798038482666, 26.977317810058594, -6.350736141204834, 6.978999614715576, -2.7709078788757324, 0.6024112701416016, -0.4488507807254791]",air_conditioner
100852-0-0-19.wav,5,"[-125.24465942382812, 158.08192443847656, -92.33623504638672, 58.54281997680664, -17.654272079467773, 39.76728439331055, -18.869415283203125, 28.75977325439453, -7.067728042602539, 8.273860931396484, -3.729034423828125, 0.6453778743743896, -0.49588897824287415]",air_conditioner
100852-0-0-2.wav,5,"[-120.76069641113281, 153.0380401611328, -86.77520751953125, 51.74128341674805, -11.975357055664062, 39.203861236572266, -18.994972229003906, 31.292329788208008, -10.459589004516602, 10.314278602600098, -7.529056072235107, 2.9384946823120117, -4.6392292976379395]",air_conditioner
100852-0-0-20.wav,5,"[-122.06269073486328, 153.02947998046875, -89.42215728759766, 57.82276916503906, -15.516742706298828, 39.38475799560547, -16.757009506225586, 28.17693328857422, -6.183380603790283, 6.99351167678833, -3.443580150604248, 1.459489345550537, -1.2281169891357422]",air_conditioner
100852-0-0-21.wav,5,"[-122.83476257324219, 152.47073364257812, -90.03510284423828, 59.00197982788086, -14.939759254455566, 41.19645309448242, -16.561729431152344, 28.00929069519043, -6.806670188903809, 6.580389499664307, -4.050965785980225, 1.3062360286712646, -1.0623701810836792]",air_conditioner
100852-0-0-22.wav,5,"[-124.75643157958984, 154.8821258544922, -90.25179290771484, 58.84891891479492, -14.87023639678955, 41.188316345214844, -16.703676223754883, 27.184635162353516, -6.669719696044922, 7.330338478088379, -4.330541133880615, 0.19965727627277374, -0.5127135515213013]",air_conditioner
100852-0-0-23.wav,5,"[-124.57866668701172, 154.52586364746094, -89.64715576171875, 58.46697235107422, -15.346796035766602, 41.2178955078125, -17.57952308654785, 27.00513458251953, -7.144745826721191, 8.070479393005371, -5.546804904937744, 1.0079063177108765, -1.5671156644821167]",air_conditioner
100852-0-0-24.wav,5,"[-123.82984924316406, 154.13009643554688, -89.96508026123047, 58.033164978027344, -14.551222801208496, 41.01027297973633, -17.311697006225586, 26.105972290039062, -6.306697845458984, 7.590920925140381, -5.0201263427734375, 0.50624018907547, -0.7918235063552856]",air_conditioner
100852-0-0-25.wav,5,"[-122.84928894042969, 153.8740692138672, -90.29572296142578, 58.535865783691406, -14.540922164916992, 41.50908660888672, -17.635543823242188, 26.04509162902832, -6.12551736831665, 7.900394916534424, -4.361989974975586, -0.2535383403301239, -0.45942962169647217]",air_conditioner
100852-0-0-26.wav,5,"[-122.8509521484375, 154.08447265625, -89.53899383544922, 59.470924377441406, -15.378301620483398, 41.45216751098633, -18.028345108032227, 26.563634872436523, -7.13423490524292, 7.4777936935424805, -5.026636123657227, 0.2574913501739502, -1.0543856620788574]",air_conditioner
100852-0-0-27.wav,5,"[-124.59356689453125, 155.3591766357422, -89.83110046386719, 60.800228118896484, -15.981432914733887, 42.228553771972656, -17.783794403076172, 26.77410888671875, -7.748305797576904, 6.667665958404541, -5.4624152183532715, 0.28939783573150635, -0.6590545177459717]",air_conditioner
100852-0-0-28.wav,5,"[-122.6630630493164, 152.64280700683594, -87.39215087890625, 58.0864143371582, -14.289206504821777, 40.39214324951172, -15.50853443145752, 24.787132263183594, -6.606465816497803, 5.058960437774658, -4.253706932067871, -0.2091393917798996, 0.5749807953834534]",air_conditioner
100852-0-0-29.wav,5,"[-119.23493957519531, 149.96438598632812, -85.36753845214844, 57.29438781738281, -14.607067108154297, 39.913978576660156, -16.048627853393555, 25.157588958740234, -7.129400730133057, 5.697550296783447, -4.762613773345947, 1.5151572227478027, -0.12052904069423676]",air_conditioner
100852-0-0-3.wav,5,"[-119.77378845214844, 152.27003479003906, -85.67061614990234, 51.241416931152344, -11.281742095947266, 38.46502685546875, -17.863685607910156, 29.549501419067383, -9.510677337646484, 9.615921974182129, -6.687711715698242, 2.0420103073120117, -4.163743019104004]",air_conditioner
100852-0-0-30.wav,5,"[-114.73245239257812, 147.49815368652344, -84.7032470703125, 58.645381927490234, -15.246968269348145, 41.8023681640625, -17.442045211791992, 27.086658477783203, -7.26076078414917, 7.817977428436279, -5.503629684448242, 3.1858773231506348, -0.9285458922386169]",air_conditioner
100852-0-0-4.wav,5,"[-118.97228240966797, 153.44325256347656, -87.69544219970703, 53.30030059814453, -12.434154510498047, 39.38098907470703, -18.139366149902344, 28.6570987701416, -9.271042823791504, 8.98872184753418, -6.297530174255371, 2.412883996963501, -3.550981044769287]",air_conditioner
100852-0-0-5.wav,5,"[-117.89535522460938, 152.96307373046875, -88.21940612792969, 53.886878967285156, -12.551336288452148, 38.82158660888672, -17.44462776184082, 28.142805099487305, -8.301824569702148, 8.560510635375977, -5.378662109375, 1.8226474523544312, -2.984611988067627]",air_conditioner
100852-0-0-6.wav,5,"[-118.487548828125, 152.5967559814453, -88.8890151977539, 54.72373580932617, -13.274660110473633, 39.668190002441406, -17.924880981445312, 28.229698181152344, -8.964266777038574, 8.613210678100586, -5.4646806716918945, 1.63307523727417, -3.110334634780884]",air_conditioner
100852-0-0-7.wav,5,"[-114.40222930908203, 148.3939666748047, -87.75128173828125, 52.15046310424805, -12.338679313659668, 39.28909683227539, -16.408246994018555, 26.06785774230957, -8.998832702636719, 6.820816516876221, -4.370887756347656, 1.3242453336715698, -3.478135585784912]",air_conditioner
100852-0-0-8.wav,5,"[-114.65775299072266, 149.33912658691406, -87.9219741821289, 52.291961669921875, -12.921722412109375, 38.748146057128906, -16.438396453857422, 25.816329956054688, -8.437002182006836, 6.91363525390625, -4.054490566253662, 1.0046947002410889, -2.889878511428833]",air_conditioner
